animal_name,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13
turtle,0.005040638662339476,0.6545403158513194,0.1126498717132794,0.01083992135902488,0.0034867514510812307,0.15621886257366613,0.02601557298062467,3.425353545021062e-05,0.0012832879829215915,0.026045981601821887,5.450117832744515e-05,0.0037853130773582294,4.728032785338543e-06
chameleon,0.02355722953138758,0.7569081753807654,0.0009759666851818948,0.033990026542901626,0.1301735989776763,0.021672760416168436,0.012373797961400926,0.008538431556263756,0.0024326337250399105,0.0013066380648005438,0.005269485524723987,0.0022236232643591362,0.0005776323693304407
iguana,0.010505191138762308,0.8286029706626017,0.033806227004745754,0.006248810482463941,0.00030976267143014043,0.06882265591203243,0.0010999623788782835,0.002922856301115734,0.025770051036786475,0.010893991473115809,0.006931994995396051,0.003009662931863093,0.001075863010808134
lizard,0.02498126344806641,0.834137680009889,0.048307391917529315,0.0005067213636368223,0.010450603385253502,0.04121483604563515,0.013174799554908002,0.00956192346357168,0.002274357430689559,0.005034685818449914,0.0004406529000342626,0.007803818150573697,0.0021112665117624615
gecko,0.02355722953138758,0.7569081753807654,0.0009759666851818948,0.033990026542901626,0.1301735989776763,0.021672760416168436,0.012373797961400926,0.008538431556263756,0.0024326337250399105,0.0013066380648005438,0.005269485524723987,0.0022236232643591362,0.0005776323693304407
python,0.7527010555234486,0.09690532787674112,0.13213898849040032,0.0023841964882353995,0.0005610895965216109,1.0861365785783117e-05,0.00018356071423825194,0.0058225935336189485,0.008937758676726047,0.00017323037967696017,1.8346417391157854e-05,0.0001599929705246694,2.9979666911090097e-06
boa,0.7876402381019179,0.1047298023480423,0.082646702002012,0.0005680709295208308,0.00614398421802078,0.00129009561318707,0.005831752345330101,0.007922178978435664,0.0008027497620212326,0.002235079512716288,3.826136464207166e-07,2.7391318798181595e-05,0.00016157225635126573
adder,0.7527010555234486,0.09690532787674112,0.13213898849040032,0.0023841964882353995,0.0005610895965216109,1.0861365785783117e-05,0.00018356071423825194,0.0058225935336189485,0.008937758676726047,0.00017323037967696017,1.8346417391157854e-05,0.0001599929705246694,2.9979666911090097e-06
crocodile,0.004479091705033175,0.8605938038405255,0.00038904108991649836,0.001502148033371476,0.09535024912782962,3.0888944493235215e-06,0.018042754232777118,0.012866225627063112,0.0002580848656833202,0.0013922303975711172,0.0027493564748912788,0.0016676591626401938,0.0007062665482479996
alligator,0.004479091705033175,0.8605938038405255,0.00038904108991649836,0.001502148033371476,0.09535024912782962,3.0888944493235215e-06,0.018042754232777118,0.012866225627063112,0.0002580848656833202,0.0013922303975711172,0.0027493564748912788,0.0016676591626401938,0.0007062665482479996
