animal_name,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13
turtle,0.010303775253291831,4.020074669858195,5.104747724187115,0.6402870421510509,0.241066277839796,23.405322117052958,5.0811116364181075,0.007244420496026999,0.3310233873001221,13.362102108138908,0.035615628540907066,2.975871454440296,0.032535924941560906
chameleon,0.04655603448103685,4.494505030069719,0.04275821163065058,1.941069303606682,8.701203797181762,3.1393254279412375,2.336519008661516,1.7458917195139834,0.606669596861503,0.6480825367803035,3.3292307220175674,1.6901082748950658,3.8430422308142376
iguana,0.02297874969215326,5.445726534388255,1.639275358908151,0.39496404254263895,0.02291691625180949,11.033777044926705,0.22988720369175272,0.6614809418239505,7.113141601757438,5.980434144464073,4.847352316510045,2.5318725857642064,7.9222999077233744
lizard,0.046357234789567686,4.65080113567216,1.9872361803970167,0.02717128063434601,0.6559173969044171,5.605663699566316,2.3359399262579563,1.8358442018757013,0.5325808923036389,2.344761869037003,0.26141088403970014,5.569443659123303,13.189187708118128
gecko,0.04655603448103685,4.494505030069719,0.04275821163065058,1.941069303606682,8.701203797181762,3.1393254279412375,2.336519008661516,1.7458917195139834,0.606669596861503,0.6480825367803035,3.3292307220175674,1.6901082748950658,3.8430422308142376
python,4.006896007275419,1.549958636921919,15.593704343809131,0.36674597848258045,0.10102350290993323,0.004237798726547934,0.09336407854037777,3.2069298192764584,6.003961661450944,0.23143703082448774,0.03122200047308661,0.32755784049695785,0.05372596396628594
boa,3.996949979093746,1.5968275225326996,9.297348662975562,0.08329926203727116,1.054521820544315,0.4798362528598673,2.8275768765452876,4.159421231051081,0.5140492665489584,2.846538366690184,0.0006207049148431234,0.053458320730261084,2.7601931604724483
adder,4.006896007275419,1.549958636921919,15.593704343809131,0.36674597848258045,0.10102350290993323,0.004237798726547934,0.09336407854037777,3.2069298192764584,6.003961661450944,0.23143703082448774,0.03122200047308661,0.32755784049695785,0.05372596396628594
crocodile,0.008784475845568575,5.071203292109999,0.01691430445738797,0.08512877864190464,6.3248814782033795,0.0004440167023355135,3.3809851441340286,2.6107452581353865,0.06387224432459916,0.6852676909413735,1.7237761276631165,1.2578670590519634,4.663010597901567
alligator,0.008784475845568575,5.071203292109999,0.01691430445738797,0.08512877864190464,6.3248814782033795,0.0004440167023355135,3.3809851441340286,2.6107452581353865,0.06387224432459916,0.6852676909413735,1.7237761276631165,1.2578670590519634,4.663010597901567
gharial,0.008784475845568575,5.071203292109999,0.01691430445738797,0.08512877864190464,6.3248814782033795,0.0004440167023355135,3.3809851441340286,2.6107452581353865,0.06387224432459916,0.6852676909413735,1.7237761276631165,1.2578670590519634,4.663010597901567
skink,0.04505412061706773,4.130139186576782,0.00033258108900989,0.9580193917031488,5.120739042789683,2.63232265720789,0.5799403836818474,0.0057632942005934095,4.944401975047065,1.2738008124694746,1.6803321159188622,11.977251451639235,2.026421173739081
anchovy,3.8828604058562455,0.007296981613366587,4.538786605304152,0.19828090623758213,1.474566598665081,6.871689619726616,6.67502268550419,0.8913894356902624,0.24568899847155734,13.456525106401166,0.9319839791120169,0.5948523895100629,2.577993327349734
flounder,4.152328422676614,1.4928017091683019e-05,4.290079847970344,2.732489024629406,0.01717721880074567,0.10647633018875406,0.5893086336314334,0.007834798999381646,0.3243927809002614,0.39946520172053995,0.2163312756358097,1.0385874236830648,0.9239918321807323
halibut,4.152328422676614,1.4928017091683019e-05,4.290079847970344,2.732489024629406,0.01717721880074567,0.10647633018875406,0.5893086336314334,0.007834798999381646,0.3243927809002614,0.39946520172053995,0.2163312756358097,1.0385874236830648,0.9239918321807323
mackerel,4.152328422676614,1.4928017091683019e-05,4.290079847970344,2.732489024629406,0.01717721880074567,0.10647633018875406,0.5893086336314334,0.007834798999381646,0.3243927809002614,0.39946520172053995,0.2163312756358097,1.0385874236830648,0.9239918321807323
barracuda,4.169761351125692,0.11460588570579189,0.01680375737581983,0.5331558329582041,6.003006209297251,3.207773964704862,3.8028137793323182,0.046285872170029156,10.634200012138269,9.834824890894772,1.3320215289998036,0.11106747847695216,19.37470315451888
marlin,4.152328422676614,1.4928017091683019e-05,4.290079847970344,2.732489024629406,0.01717721880074567,0.10647633018875406,0.5893086336314334,0.007834798999381646,0.3243927809002614,0.39946520172053995,0.2163312756358097,1.0385874236830648,0.9239918321807323
trout,4.152328422676614,1.4928017091683019e-05,4.290079847970344,2.732489024629406,0.01717721880074567,0.10647633018875406,0.5893086336314334,0.007834798999381646,0.3243927809002614,0.39946520172053995,0.2163312756358097,1.0385874236830648,0.9239918321807323
salamander,0.15829057093750518,0.18583362772395606,1.5158758018244511,9.405148362329006,0.07666576232013497,6.673105920635072,1.4258471372244619,5.070138954542097,13.621522117128222,0.6366558959242267,9.168584973764492,1.0344240242741896,0.95327765996992
siren,0.4614612237412746,0.021835016966585765,0.06377162063761532,9.17778063040322,0.03333019228028987,1.2568669886780437,0.07286172145251638,0.8836040957843405,1.4748925575398077,1.0307794286311114,32.22597242750773,0.552507921224628,4.375074465009226
