animal_name,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13
tree frog,0.20815070958665235,0.012368979201535317,0.7441983630871238,8.724724132305214,1.2438364748956863,1.9777480573624981,1.2996017800163013,0.11385681347894097,1.3702940047436207,0.08728063255264622,4.251661884311789,2.4076988772616867,0.23299789584721436
dart frog,0.20815070958665235,0.012368979201535317,0.7441983630871238,8.724724132305214,1.2438364748956863,1.9777480573624981,1.2996017800163013,0.11385681347894097,1.3702940047436207,0.08728063255264622,4.251661884311789,2.4076988772616867,0.23299789584721436
firebelly,0.20815070958665235,0.012368979201535317,0.7441983630871238,8.724724132305214,1.2438364748956863,1.9777480573624981,1.2996017800163013,0.11385681347894097,1.3702940047436207,0.08728063255264622,4.251661884311789,2.4076988772616867,0.23299789584721436
wart toad,0.20815070958665235,0.012368979201535317,0.7441983630871238,8.724724132305214,1.2438364748956863,1.9777480573624981,1.2996017800163013,0.11385681347894097,1.3702940047436207,0.08728063255264622,4.251661884311789,2.4076988772616867,0.23299789584721436
mosquito,3.2644097355605117,0.5576568522633947,0.2177083541000581,1.6145470843097818,1.314513238210001,0.6124343513764898,3.0725129510171953,1.5790486289208658,0.19521220502335745,1.6426459593920357,0.25267343157411865,0.15604094307371988,0.1274599626895238
hornet,3.2664402567372948,0.41107343583473577,3.463578725892145,5.767563686648832,1.0313472309645073,0.5928479454399334,0.15207363212836175,14.499655311750821,0.05195673908908482,12.577517832117174,1.2172313030588409,1.0960952265062562,0.0017655930348549102
cricket,3.1179058978881558,0.4873321179008261,0.25176655270395054,0.0652047793754851,0.43952262427216876,0.48021469177785,1.3137525543151198,4.49501868748665,3.7785596199005824,0.005584142410991395,0.15499670863561835,0.013889539947860366,0.38382192654019315
beetle,3.1179058978881558,0.4873321179008261,0.25176655270395054,0.0652047793754851,0.43952262427216876,0.48021469177785,1.3137525543151198,4.49501868748665,3.7785596199005824,0.005584142410991395,0.15499670863561835,0.013889539947860366,0.38382192654019315
butterfly,3.2644097355605117,0.5576568522633947,0.2177083541000581,1.6145470843097818,1.314513238210001,0.6124343513764898,3.0725129510171953,1.5790486289208658,0.19521220502335745,1.6426459593920357,0.25267343157411865,0.15604094307371988,0.1274599626895238
palmetto,3.2754321540776705,0.3874651987817501,0.924171087430522,4.34553968932213,0.09393948562845018,2.3340711309382565,0.9722324365716386,0.0005024278796898282,11.527456246730067,1.8995230844217554,1.7027470274061933,0.49819532557732604,3.4267658180311815
cockroach,3.1179058978881558,0.4873321179008261,0.25176655270395054,0.0652047793754851,0.43952262427216876,0.48021469177785,1.3137525543151198,4.49501868748665,3.7785596199005824,0.005584142410991395,0.15499670863561835,0.013889539947860366,0.38382192654019315
mantis,3.128678349853571,0.32924017461306593,0.8577853315730665,1.1434020236168962,0.6241832714827293,0.002725844184005134,3.659685635254095,11.554307957276404,1.0191523949680128,6.683063879275664,1.999010283370205,0.9662807788488065,2.523758881989241
dragonfly,3.2644097355605117,0.5576568522633947,0.2177083541000581,1.6145470843097818,1.314513238210001,0.6124343513764898,3.0725129510171953,1.5790486289208658,0.19521220502335745,1.6426459593920357,0.25267343157411865,0.15604094307371988,0.1274599626895238
aphid,3.1179058978881558,0.4873321179008261,0.25176655270395054,0.0652047793754851,0.43952262427216876,0.48021469177785,1.3137525543151198,4.49501868748665,3.7785596199005824,0.005584142410991395,0.15499670863561835,0.013889539947860366,0.38382192654019315
cicada,3.2644097355605117,0.5576568522633947,0.2177083541000581,1.6145470843097818,1.314513238210001,0.6124343513764898,3.0725129510171953,1.5790486289208658,0.19521220502335745,1.6426459593920357,0.25267343157411865,0.15604094307371988,0.1274599626895238
antlion,3.2644097355605117,0.5576568522633947,0.2177083541000581,1.6145470843097818,1.314513238210001,0.6124343513764898,3.0725129510171953,1.5790486289208658,0.19521220502335745,1.6426459593920357,0.25267343157411865,0.15604094307371988,0.1274599626895238
scallop,2.1081390970752696,9.604845340218617,0.026541900102594725,1.7391958299429922,0.06923126030930189,0.010073973284252673,0.008817450490061213,0.1867187034329393,3.26534422919057,5.00477027389624,5.594398349459571,21.35385147650414,0.14583237948417752
spider,8.707688346382604,0.5453985220172632,3.864817652920445,0.1888678620983493,14.212464963283484,0.4571246225361445,25.099402868059357,2.2162626144110718,0.41593169833947125,3.7963894586692835,2.8142449121799413,0.32667178677240466,0.001624249687253576
snail,1.7875516474543318,9.11376747799325,4.104036766814191,1.7883359172002853,5.678395709089621,0.02036705783537827,0.11318010694247946,2.8754465408904326,0.6345842583879704,0.30378999447590244,1.4566817019696987,6.339711405939895,3.1610902618891354
silkworm,1.7875516474543318,9.11376747799325,4.104036766814191,1.7883359172002853,5.678395709089621,0.02036705783537827,0.11318010694247946,2.8754465408904326,0.6345842583879704,0.30378999447590244,1.4566817019696987,6.339711405939895,3.1610902618891354
jellyfish,2.3154427936755386,9.17220900472066,0.633625938805685,0.04240735609356919,5.371060014603595,9.943006817257757,0.11975487571682647,6.464442395942985,5.882901667135606,0.011032541147732462,0.537478402065873,6.197753646920295,0.08515098879021725
squid,2.3078835640483804,9.059392306664481,0.01075883918027103,0.01233187535715932,2.587264422137227,5.738194377500407,2.965424670411549,1.6582470644404799,0.5502690217425825,4.256843205418312,0.8737400234016733,8.012550751245799,4.774128636195746
